depth id strategy heuristic/moves solution_length visited processed max_depth solution_time(ms)
6 11 dfs uldr 20 112012 106587 20 211.026
6 11 dfs ulrd 20 351031 331638 20 599.814
6 12 astr hamm 6 15 7 6 6.153
6 12 astr manh 6 15 7 6 6.589
6 12 bfs drlu 6 310 146 6 5.476
6 12 bfs drul 6 310 146 6 5.683
6 12 bfs ludr 6 453 214 6 6.299
6 12 bfs lurd 6 488 233 6 5.902
6 12 bfs rdlu 6 348 166 6 5.802
6 12 bfs rdul 6 348 166 6 5.72
6 12 bfs uldr 6 453 214 6 6.081
6 12 bfs ulrd 6 488 233 6 6.102
6 12 dfs drlu 18 823168 771103 20 1439.956
6 12 dfs drul 20 863913 809395 20 1436.604
6 12 dfs ludr 16 1245 1211 20 10.018
6 12 dfs lurd 18 173552 164665 20 313.415
6 12 dfs rdlu 20 96140 91708 20 180.43
6 12 dfs rdul 20 89275 85003 20 167.555
6 12 dfs uldr 16 1245 1211 20 10.165
6 12 dfs ulrd 18 162158 153798 20 302.898
6 13 astr hamm 6 16 7 6 6.317
6 13 astr manh 6 16 7 6 6.686
6 13 bfs drlu 6 387 183 6 5.972
6 13 bfs drul 6 387 183 6 5.741
6 13 bfs ludr 6 346 163 6 5.653
6 13 bfs lurd 6 411 196 6 5.692
6 13 bfs rdlu 6 454 217 6 6.5
6 13 bfs rdul 6 454 217 6 6.17
6 13 bfs uldr 6 346 163 6 5.554
6 13 bfs ulrd 6 411 196 6 5.731
6 13 dfs drlu 20 698923 656108 20 1223.725
6 13 dfs drul 20 735442 690051 20 1276.764
6 13 dfs ludr 20 230 215 20 7.402
6 13 dfs lurd 20 173717 164823 20 311.878
6 13 dfs rdlu 20 65540 62515 20 123.711
6 13 dfs rdul 20 235 212 20 7.99
6 13 dfs uldr 20 230 215 20 8.001
6 13 dfs ulrd 20 162323 153958 20 288.598
6 14 astr hamm 6 17 7 6 6.297
6 14 astr manh 6 20 8 6 7.821
6 14 bfs drlu 6 494 226 6 5.902
6 14 bfs drul 6 405 186 6 6.086
6 14 bfs ludr 6 624 289 6 6.074
6 14 bfs lurd 6 634 295 6 6.383
6 14 bfs rdlu 6 504 232 6 5.987
6 14 bfs rdul 6 418 193 6 6.342
6 14 bfs uldr 6 537 250 6 6.091
6 14 bfs ulrd 6 550 257 6 6.022
6 14 dfs drlu 18 622 599 20 8.957
6 14 dfs drul 18 266583 251795 20 463.963
6 14 dfs ludr 20 179587 170204 20 321.369
6 14 dfs lurd 20 195593 185439 20 348.466
6 14 dfs rdlu 18 266301 251542 20 451.257
6 14 dfs rdul 18 932 901 20 11.74
6 14 dfs uldr 20 395632 373071 20 664.421
6 14 dfs ulrd 20 248064 234909 20 420.903
6 15 astr hamm 6 16 7 6 6.207
6 15 astr manh 6 18 8 6 6.547
6 15 bfs drlu 6 298 140 6 5.486
6 15 bfs drul 6 384 181 6 5.803
6 15 bfs ludr 6 401 191 6 5.669
6 15 bfs lurd 6 414 198 6 5.95
6 15 bfs rdlu 6 311 147 6 5.738
6 15 bfs rdul 6 397 188 6 5.764
6 15 bfs uldr 6 487 232 6 6.232
6 15 bfs ulrd 6 500 239 6 6.959
6 15 dfs drlu 20 276 257 20 8.3
6 15 dfs drul 20 266035 251292 20 462.504
6 15 dfs ludr 20 388669 366645 20 662.406
6 15 dfs lurd 20 247976 234798 20 497.581
6 15 dfs rdlu 20 266 246 20 7.871
6 15 dfs rdul 20 265874 251122 20 456.917
6 15 dfs uldr 18 65672 62639 20 128.665
6 15 dfs ulrd 18 145 127 20 7.798
6 16 astr hamm 6 17 7 6 6.213
6 16 astr manh 6 17 7 6 6.457
6 16 bfs drlu 6 645 300 6 6.256
6 16 bfs drul 6 645 300 6 6.296
6 16 bfs ludr 6 483 221 6 6.535
6 16 bfs lurd 6 394 181 6 6.049
6 16 bfs rdlu 6 561 262 6 6.279
6 16 bfs rdul 6 561 262 6 5.984
6 16 bfs uldr 6 483 221 6 5.778
6 16 bfs ulrd 6 394 181 6 5.768
6 16 dfs drlu 18 179386 170015 20 331.878
6 16 dfs drul 18 195449 185306 20 344.684
6 16 dfs ludr 18 667 647 20 9.074
6 16 dfs lurd 18 266628 251841 20 463.212
6 16 dfs rdlu 20 50637 48458 20 98.335
6 16 dfs rdul 20 113153 107637 20 206.46
6 16 dfs uldr 20 216307 204775 20 379.085
6 16 dfs ulrd 18 1015 984 20 9.552
6 17 astr hamm 6 16 7 6 6.315
6 17 astr manh 6 16 7 6 6.691
6 17 bfs drlu 6 425 203 6 6.093
6 17 bfs drul 6 425 203 6 5.641
6 17 bfs ludr 6 287 135 6 5.473
6 17 bfs lurd 6 373 176 6 6.186
6 17 bfs rdlu 6 511 244 6 6.06
6 17 bfs rdul 6 511 244 6 6.033
6 17 bfs uldr 6 287 135 6 5.539
6 17 bfs ulrd 6 373 176 6 5.667
6 17 dfs drlu 20 178284 168940 20 322.195
6 17 dfs drul 20 197520 187280 20 346.995
6 17 dfs ludr 20 282 266 20 8.106
6 17 dfs lurd 20 266041 251300 20 467.059
6 17 dfs rdlu 18 65579 62550 20 120.441
6 17 dfs rdul 18 100 80 20 7.004
6 17 dfs uldr 20 282 266 20 8.019
6 17 dfs ulrd 20 265890 251140 20 447.077
6 18 astr hamm 6 16 7 6 6.164
6 18 astr manh 6 16 7 6 6.546
6 18 bfs drlu 6 370 175 6 5.705
6 18 bfs drul 6 422 201 6 5.74
6 18 bfs ludr 6 376 178 6 5.631
6 18 bfs lurd 6 376 178 6 5.949
6 18 bfs rdlu 6 370 175 6 5.7
6 18 bfs rdul 6 422 201 6 5.839
6 18 bfs uldr 6 430 205 6 5.647
6 18 bfs ulrd 6 430 205 6 5.906
6 18 dfs drlu 20 214 195 20 7.125
6 18 dfs drul 20 266003 251263 20 456.06
6 18 dfs ludr 20 343150 324306 20 577.976
6 18 dfs lurd 20 435530 410438 20 760.939
6 18 dfs rdlu 20 214 195 20 7.263
6 18 dfs rdul 20 265852 251103 20 458.293
6 18 dfs uldr 20 65556 62533 20 132.303
6 18 dfs ulrd 20 251 231 20 8.026
6 19 astr hamm 6 23 11 6 7.031
6 19 astr manh 6 18 9 6 6.472
6 19 bfs drlu 6 474 225 6 5.791
6 19 bfs drul 6 499 238 6 5.919
6 19 bfs ludr 6 299 141 6 5.768
6 19 bfs lurd 6 299 141 6 5.596
6 19 bfs rdlu 6 474 225 6 6.201
6 19 bfs rdul 6 499 238 6 7.349
6 19 bfs uldr 6 324 154 6 5.441
6 19 bfs ulrd 6 324 154 6 5.561
6 19 dfs drlu 16 266282 251502 20 448.353
6 19 dfs drul 16 311 294 20 8.1
6 19 dfs ludr 20 81748 77986 20 157.218
6 19 dfs lurd 20 42253 40466 20 81.752
6 19 dfs rdlu 16 266433 251662 20 467.196
6 19 dfs rdul 16 311 294 20 8.512
6 19 dfs uldr 20 831428 779141 20 1407.739
6 19 dfs ulrd 18 823121 771065 20 1384.605
6 20 astr hamm 6 26 12 6 6.269
6 20 astr manh 6 18 9 6 6.684
6 20 bfs drlu 6 270 130 6 5.653
6 20 bfs drul 6 360 175 6 5.832
6 20 bfs ludr 6 261 124 6 5.566
6 20 bfs lurd 6 261 124 6 6.027
6 20 bfs rdlu 6 270 130 6 6.387
6 20 bfs rdul 6 360 175 6 5.707
6 20 bfs uldr 6 348 168 6 5.652
6 20 bfs ulrd 6 348 168 6 7.124
6 20 dfs drlu 20 351048 331653 20 594.021
6 20 dfs drul 20 111937 106517 20 209.024
6 20 dfs ludr 20 858507 804092 20 1439.159
6 20 dfs lurd 20 859620 805173 20 1448.711
6 20 dfs rdlu 20 440434 415478 20 780.478
6 20 dfs rdul 20 32112 30809 20 65.432
6 20 dfs uldr 20 275782 260569 20 473.553
6 20 dfs ulrd 20 206360 195436 20 362.682
6 21 astr hamm 6 16 8 6 6.332
6 21 astr manh 6 16 8 6 7.658
6 21 bfs drlu 6 477 226 6 5.776
6 21 bfs drul 6 499 238 6 6.132
6 21 bfs ludr 6 299 141 6 5.744
6 21 bfs lurd 6 299 141 6 8.412
6 21 bfs rdlu 6 477 226 6 6
6 21 bfs rdul 6 499 238 6 6.099
6 21 bfs uldr 6 324 154 6 5.503
6 21 bfs ulrd 6 324 154 6 5.567
6 21 dfs drlu 16 794 770 20 9.035
6 21 dfs drul 20 265617 250911 20 460.297
6 21 dfs ludr 20 343163 324318 20 589.975
6 21 dfs lurd 20 435545 410453 20 783.672
6 21 dfs rdlu 16 794 770 20 9.217
6 21 dfs rdul 20 265418 250703 20 455.404
6 21 dfs uldr 20 96146 91717 20 182.041
6 21 dfs ulrd 20 89281 85012 20 175.828
6 22 astr hamm 6 16 8 6 6.283
6 22 astr manh 6 18 9 6 7.084
6 22 bfs drlu 6 335 162 6 5.626
6 22 bfs drul 6 295 143 6 5.998
6 22 bfs ludr 6 323 155 6 7.879
6 22 bfs lurd 6 323 155 6 5.894
6 22 bfs rdlu 6 335 162 6 5.93
6 22 bfs rdul 6 295 143 6 5.812
6 22 bfs uldr 6 286 137 6 5.453
6 22 bfs ulrd 6 286 137 6 5.439
6 22 dfs drlu 20 22650 21842 20 50.925
6 22 dfs drul 20 440411 415455 20 742.748
6 22 dfs ludr 20 206383 195455 20 358.372
6 22 dfs lurd 18 225289 213397 20 406.581
6 22 dfs rdlu 18 48857 46928 20 99.466
6 22 dfs rdul 20 351025 331630 20 598.072
6 22 dfs uldr 20 418588 394868 20 719.664
6 22 dfs ulrd 20 371431 350873 20 640.144
6 23 astr hamm 6 14 7 6 6.309
6 23 astr manh 6 14 7 6 8.287
6 23 bfs drlu 6 242 115 6 5.482
6 23 bfs drul 6 242 115 6 5.334
6 23 bfs ludr 6 220 104 6 5.343
6 23 bfs lurd 6 376 183 6 5.776
6 23 bfs rdlu 6 398 194 6 5.87
6 23 bfs rdul 6 398 194 6 5.895
6 23 bfs uldr 6 220 104 6 5.359
6 23 bfs ulrd 6 376 183 6 5.918
6 23 dfs drlu 18 575111 540935 20 991.594
6 23 dfs drul 18 573836 539548 20 949.766
6 23 dfs ludr 20 351087 331693 20 609.1
6 23 dfs lurd 20 62126 59555 20 127.98
6 23 dfs rdlu 18 132538 125985 20 242.284
6 23 dfs rdul 18 127051 120709 20 230.184
6 23 dfs uldr 20 440473 415518 20 734.761
6 23 dfs ulrd 16 32520 31212 20 69.922
6 24 astr hamm 6 16 7 6 6.21
6 24 astr manh 6 16 7 6 7.784
6 24 bfs drlu 6 397 185 6 5.803
6 24 bfs drul 6 467 218 6 6.007
6 24 bfs ludr 6 591 271 6 6.115
6 24 bfs lurd 6 576 265 6 6.277
6 24 bfs rdlu 6 382 179 6 5.964
6 24 bfs rdul 6 452 212 6 5.807
6 24 bfs uldr 6 660 304 6 6.063
6 24 bfs ulrd 6 645 298 6 6.076
6 24 dfs drlu 20 248158 234993 20 434.532
6 24 dfs drul 20 395679 373110 20 668.847
6 24 dfs ludr 16 1664 1620 20 10.904
6 24 dfs lurd 20 149647 142102 20 291.996
6 24 dfs rdlu 20 138065 131131 20 251.868
6 24 dfs rdul 20 53602 51408 20 103.016
6 24 dfs uldr 20 248161 234414 20 437.362
6 24 dfs ulrd 18 291 275 20 8.167
6 25 astr hamm 6 14 7 6 6.576
6 25 astr manh 6 20 10 6 7.429
6 25 bfs drlu 6 307 147 6 5.446
6 25 bfs drul 6 449 211 6 5.914
6 25 bfs ludr 6 355 170 6 5.554
6 25 bfs lurd 6 352 169 6 5.935
6 25 bfs rdlu 6 304 146 6 5.838
6 25 bfs rdul 6 448 211 6 5.843
6 25 bfs uldr 6 494 233 6 5.824
6 25 bfs ulrd 6 493 233 6 5.799
6 25 dfs drlu 20 265939 251183 20 556.786
6 25 dfs drul 20 145 126 20 7.076
6 25 dfs ludr 20 87320 83182 20 165.504
6 25 dfs lurd 20 93390 89089 20 179.49
6 25 dfs rdlu 20 266091 251342 20 514.424
6 25 dfs rdul 20 148 129 20 7.392
6 25 dfs uldr 20 65473 62457 20 126.158
6 25 dfs ulrd 20 88 73 20 7.463
6 26 astr hamm 6 15 7 6 6.15
6 26 astr manh 6 15 7 6 7.458
6 26 bfs drlu 6 282 134 6 5.499
6 26 bfs drul 6 282 134 6 5.828
6 26 bfs ludr 6 252 121 6 5.395
6 26 bfs lurd 6 339 165 6 7.431
6 26 bfs rdlu 6 366 177 6 5.902
6 26 bfs rdul 6 366 177 6 5.925
6 26 bfs uldr 6 252 121 6 5.49
6 26 bfs ulrd 6 339 165 6 5.557
6 26 dfs drlu 18 574976 540810 20 984.074
6 26 dfs drul 18 573701 539425 20 955.818
6 26 dfs ludr 20 351059 331667 20 669.021
6 26 dfs lurd 20 111992 106569 20 212.977
6 26 dfs rdlu 20 132625 126063 20 238.679
6 26 dfs rdul 20 127151 120806 20 236.013
6 26 dfs uldr 20 440445 415492 20 749.502
6 26 dfs ulrd 20 32126 30826 20 67.186
6 27 astr hamm 6 16 7 6 6.242
6 27 astr manh 6 16 7 6 6.481
6 27 bfs drlu 6 320 151 6 6.841
6 27 bfs drul 6 320 151 6 5.903
6 27 bfs ludr 6 459 217 6 5.796
6 27 bfs lurd 6 481 229 6 12.374
6 27 bfs rdlu 6 342 163 6 5.74
6 27 bfs rdul 6 342 163 6 5.785
6 27 bfs uldr 6 459 217 6 5.847
6 27 bfs ulrd 6 481 229 6 5.804
6 27 dfs drlu 18 5167 5011 20 17.551
6 27 dfs drul 18 42231 40444 20 85.615
6 27 dfs ludr 20 249624 235842 20 430.466
6 27 dfs lurd 16 707 687 20 9.764
6 27 dfs rdlu 18 532555 500820 20 933.928
6 27 dfs rdul 18 510550 480029 20 846.609
6 27 dfs uldr 20 248130 234385 20 423.764
6 27 dfs ulrd 16 707 687 20 9.398
6 28 astr hamm 6 15 7 6 6.266
6 28 astr manh 6 15 7 6 6.532
6 28 bfs drlu 6 344 165 6 7.356
6 28 bfs drul 6 344 165 6 6.045
6 28 bfs ludr 6 317 153 6 5.472
6 28 bfs lurd 6 274 133 6 6.179
6 28 bfs rdlu 6 304 146 6 5.694
6 28 bfs rdul 6 304 146 6 5.807
6 28 bfs uldr 6 317 153 6 5.439
6 28 bfs ulrd 6 274 133 6 5.527
6 28 dfs drlu 20 147428 140074 20 267.935
6 28 dfs drul 20 146431 139086 20 264.408
6 28 dfs ludr 20 32146 30845 20 73.762
6 28 dfs lurd 20 440425 415471 20 744.548
6 28 dfs rdlu 20 394288 372228 20 658.185
6 28 dfs rdul 20 357046 337338 20 615.625
6 28 dfs uldr 20 112007 106583 20 208.705
6 28 dfs ulrd 20 351039 331646 20 598.088
6 29 astr hamm 6 16 7 6 7.042
6 29 astr manh 6 16 7 6 6.663
6 29 bfs drlu 6 320 151 6 5.496
6 29 bfs drul 6 320 151 6 5.768
6 29 bfs ludr 6 459 217 6 5.919
6 29 bfs lurd 6 478 228 6 5.993
6 29 bfs rdlu 6 342 163 6 6.178
6 29 bfs rdul 6 342 163 6 5.598
6 29 bfs uldr 6 459 217 6 5.813
6 29 bfs ulrd 6 478 228 6 5.96
6 29 dfs drlu 18 591921 556340 20 1032.371
6 29 dfs drul 18 587433 552008 20 995.229
6 29 dfs ludr 16 1117 1087 20 10.235
6 29 dfs lurd 18 222218 210329 20 388.196
6 29 dfs rdlu 20 42437 40642 20 83
6 29 dfs rdul 20 83298 79419 20 159.061
6 29 dfs uldr 16 1117 1087 20 9.664
6 29 dfs ulrd 18 222941 210983 20 390.001
6 30 astr hamm 6 17 7 6 6.391
6 30 astr manh 6 17 7 6 6.684
6 30 bfs drlu 6 397 188 6 6.134
6 30 bfs drul 6 397 188 6 5.649
6 30 bfs ludr 6 352 166 6 5.603
6 30 bfs lurd 6 401 191 6 6.095
6 30 bfs rdlu 6 448 214 6 6.04
6 30 bfs rdul 6 448 214 6 6.144
6 30 bfs uldr 6 352 166 6 5.613
6 30 bfs ulrd 6 401 191 6 5.801
6 30 dfs drlu 18 591624 556062 20 1040.224
6 30 dfs drul 18 587147 551747 20 987.915
6 30 dfs ludr 20 225 209 20 7.462
6 30 dfs lurd 20 222399 210501 20 384.68
6 30 dfs rdlu 20 26112 25171 20 55.207
6 30 dfs rdul 20 241 218 20 8.74
6 30 dfs uldr 20 225 209 20 7.298
6 30 dfs ulrd 20 223122 211154 20 391.429
6 31 astr hamm 6 24 10 6 6.344
6 31 astr manh 6 28 12 6 6.814
6 31 bfs drlu 6 501 230 6 7.97
6 31 bfs drul 6 415 191 6 5.754
6 31 bfs ludr 6 630 292 6 6.448
6 31 bfs lurd 6 627 291 6 8.877
6 31 bfs rdlu 6 498 229 6 5.958
6 31 bfs rdul 6 412 190 6 5.832
6 31 bfs uldr 6 543 253 6 6.126
6 31 bfs ulrd 6 540 252 6 7.78
6 31 dfs drlu 18 586 562 20 8.678
6 31 dfs drul 18 266557 251769 20 475.98
6 31 dfs ludr 20 179582 170200 20 324.798
6 31 dfs lurd 20 195601 185446 20 341.44
6 31 dfs rdlu 18 108797 103748 20 203.949
6 31 dfs rdul 18 959 927 20 9.403
6 31 dfs uldr 20 395475 372939 20 666.248
6 31 dfs ulrd 20 248072 234916 20 438.301
6 32 astr hamm 6 17 7 6 8.515
6 32 astr manh 6 19 8 6 6.816
6 32 bfs drlu 6 308 145 6 5.598
6 32 bfs drul 6 394 186 6 5.689
6 32 bfs ludr 6 407 194 6 5.786
6 32 bfs lurd 6 404 193 6 6.148
6 32 bfs rdlu 6 305 144 6 5.955
6 32 bfs rdul 6 391 185 6 5.791
6 32 bfs uldr 6 493 235 6 5.829
6 32 bfs ulrd 6 490 234 6 7.513
6 32 dfs drlu 20 269 249 20 8.286
6 32 dfs drul 20 266028 251285 20 461.032
6 32 dfs ludr 20 388664 366639 20 673.35
6 32 dfs lurd 20 247984 234805 20 426.817
6 32 dfs rdlu 20 272 252 20 8.136
6 32 dfs rdul 20 265880 251127 20 453.551
6 32 dfs uldr 18 65646 62615 20 126.389
6 32 dfs ulrd 18 182 164 20 7.917
6 33 astr hamm 6 14 7 6 7.164
6 33 astr manh 6 14 7 6 7.144
6 33 bfs drlu 6 377 181 6 8.004
6 33 bfs drul 6 377 181 6 5.658
6 33 bfs ludr 6 279 133 6 5.622
6 33 bfs lurd 6 426 200 6 6.333
6 33 bfs rdlu 6 519 246 6 6.33
6 33 bfs rdul 6 519 246 6 6.218
6 33 bfs uldr 6 279 133 6 5.448
6 33 bfs ulrd 6 426 200 6 5.923
6 33 dfs drlu 18 4957 4815 20 17.602
6 33 dfs drul 18 66979 63909 20 134.229
6 33 dfs ludr 20 265955 251201 20 486.683
6 33 dfs lurd 20 161 145 20 8.503
6 33 dfs rdlu 20 65458 62438 20 126.917
6 33 dfs rdul 20 70 51 20 7.036
6 33 dfs uldr 20 266106 251361 20 458.687
6 33 dfs ulrd 20 161 145 20 7.49
6 34 astr hamm 6 26 12 6 6.323
6 34 astr manh 6 19 9 6 8.145
6 34 bfs drlu 6 611 281 6 6.384
6 34 bfs drul 6 599 276 6 6.07
6 34 bfs ludr 6 369 171 6 5.508
6 34 bfs lurd 6 442 206 6 5.982
6 34 bfs rdlu 6 683 316 6 6.589
6 34 bfs rdul 6 671 311 6 6.395
6 34 bfs uldr 6 357 166 6 5.504
6 34 bfs ulrd 6 430 201 6 5.803
6 34 dfs drlu 20 859 829 20 9.785
6 34 dfs drul 20 149636 142089 20 281.366
6 34 dfs ludr 20 248173 235010 20 424.624
6 34 dfs lurd 20 395692 373124 20 692.224
6 34 dfs rdlu 18 265981 251245 20 471.068
6 34 dfs rdul 18 188 169 20 7.03
6 34 dfs uldr 20 138080 131150 20 251.912
6 34 dfs ulrd 20 38142 36687 20 80.525
6 35 astr hamm 6 22 10 6 6.394
6 35 astr manh 6 24 11 6 7.059
6 35 bfs drlu 6 242 115 6 5.321
6 35 bfs drul 6 401 195 6 6.001
6 35 bfs ludr 6 214 101 6 5.433
6 35 bfs lurd 6 217 103 6 5.996
6 35 bfs rdlu 6 245 117 6 5.484
6 35 bfs rdul 6 404 197 6 5.8
6 35 bfs uldr 6 373 181 6 5.68
6 35 bfs ulrd 6 376 183 6 5.996
6 35 dfs drlu 20 351074 331678 20 595.33
6 35 dfs drul 18 24833 23966 20 53.006
6 35 dfs ludr 20 742247 696064 20 1242.301
6 35 dfs lurd 20 689028 647000 20 1134.384
6 35 dfs rdlu 20 440460 415503 20 739.954
6 35 dfs rdul 16 32164 30860 20 65.198
6 35 dfs uldr 20 183811 174345 20 333.919
6 35 dfs ulrd 20 174418 165544 20 313.609
6 36 astr hamm 6 15 7 6 6.6
6 36 astr manh 6 15 7 6 6.681
6 36 bfs drlu 6 301 144 6 7.366
6 36 bfs drul 6 301 144 6 5.553
6 36 bfs ludr 6 271 131 6 5.525
6 36 bfs lurd 6 320 155 6 5.974
6 36 bfs rdlu 6 347 167 6 5.82
6 36 bfs rdul 6 347 167 6 5.588
6 36 bfs uldr 6 271 131 6 5.508
6 36 bfs ulrd 6 320 155 6 5.475
6 36 dfs drlu 20 371423 350862 20 645.548
6 36 dfs drul 20 418580 394857 20 717.449
6 36 dfs ludr 20 351041 331649 20 599.261
6 36 dfs lurd 20 112005 106581 20 209.045
6 36 dfs rdlu 20 132643 126080 20 244.674
6 36 dfs rdul 20 127169 120823 20 232.338
6 36 dfs uldr 20 440427 415474 20 760.443
6 36 dfs ulrd 20 32144 30842 20 65.33
6 37 astr hamm 6 16 7 6 7.237
6 37 astr manh 6 16 7 6 6.971
6 37 bfs drlu 6 339 161 6 6.236
6 37 bfs drul 6 339 161 6 5.906
6 37 bfs ludr 6 475 226 6 5.871
6 37 bfs lurd 6 462 219 6 8.938
6 37 bfs rdlu 6 323 153 6 5.649
6 37 bfs rdul 6 323 153 6 5.947
6 37 bfs uldr 6 475 226 6 6.205
6 37 bfs ulrd 6 462 219 6 5.948
6 37 dfs drlu 18 5092 4939 20 19.063
6 37 dfs drul 18 67127 64050 20 127.173
6 37 dfs ludr 20 222941 210982 20 395.476
6 37 dfs lurd 16 1057 1027 20 9.909
6 37 dfs rdlu 18 532618 500878 20 921.975
6 37 dfs rdul 18 510613 480088 20 879.368
6 37 dfs uldr 20 222218 210328 20 404.673
6 37 dfs ulrd 16 1057 1027 20 9.65
6 38 astr hamm 6 15 7 6 9.079
6 38 astr manh 6 15 7 6 6.484
6 38 bfs drlu 6 363 175 6 6.125
6 38 bfs drul 6 363 175 6 5.713
6 38 bfs ludr 6 336 163 6 5.453
6 38 bfs lurd 6 255 123 6 7.78
6 38 bfs rdlu 6 285 136 6 6.032
6 38 bfs rdul 6 285 136 6 5.584
6 38 bfs uldr 6 336 163 6 5.538
6 38 bfs ulrd 6 255 123 6 5.438
6 38 dfs drlu 20 147410 140058 20 274.548
6 38 dfs drul 20 146413 139070 20 260.275
6 38 dfs ludr 20 32128 30829 20 67.29
6 38 dfs lurd 20 440443 415489 20 735.063
6 38 dfs rdlu 18 505468 475728 20 838.864
6 38 dfs rdul 18 481010 452774 20 812.589
6 38 dfs uldr 20 111994 106572 20 214.867
6 38 dfs ulrd 20 351057 331664 20 646.487
6 39 astr hamm 6 16 7 6 7.14
6 39 astr manh 6 16 7 6 6.685
6 39 bfs drlu 6 339 161 6 5.619
6 39 bfs drul 6 339 161 6 5.543
6 39 bfs ludr 6 478 227 6 5.915
6 39 bfs lurd 6 462 219 6 6.379
6 39 bfs rdlu 6 323 153 6 6.03
6 39 bfs rdul 6 323 153 6 5.616
6 39 bfs uldr 6 478 227 6 5.873
6 39 bfs ulrd 6 462 219 6 6.136
6 39 dfs drlu 20 178694 169340 20 319.664
6 39 dfs drul 20 197898 187628 20 368.602
6 39 dfs ludr 16 767 747 20 9.11
6 39 dfs lurd 20 234453 221699 20 418.069
6 39 dfs rdlu 14 42223 40440 20 83.92
6 39 dfs rdul 18 83249 79379 20 163.99
6 39 dfs uldr 16 767 747 20 9.222
6 39 dfs ulrd 20 229971 217516 20 406.183
6 40 astr hamm 6 17 7 6 6.267
6 40 astr manh 6 17 7 6 7.078
6 40 bfs drlu 6 445 212 6 5.855
6 40 bfs drul 6 445 212 6 5.882
6 40 bfs ludr 6 398 189 6 9.234
6 40 bfs lurd 6 355 168 6 8.142
6 40 bfs rdlu 6 400 190 6 5.688
6 40 bfs rdul 6 400 190 6 6.143
6 40 bfs uldr 6 398 189 6 5.683
6 40 bfs ulrd 6 355 168 6 5.745
6 40 dfs drlu 20 243 221 20 7.841
6 40 dfs drul 20 65548 62523 20 124.811
6 40 dfs ludr 20 265864 251117 20 453.392
6 40 dfs lurd 20 223 206 20 7.555
6 40 dfs rdlu 18 532316 500593 20 962.704
6 40 dfs rdul 18 510299 479785 20 862.986
6 40 dfs uldr 20 266015 251277 20 483.79
6 40 dfs ulrd 20 223 206 20 7.372
6 41 astr hamm 6 17 7 6 6.438
6 41 astr manh 6 23 11 6 9
6 41 bfs drlu 6 388 183 6 5.579
6 41 bfs drul 6 302 142 6 5.961
6 41 bfs ludr 6 487 232 6 7.12
6 41 bfs lurd 6 496 237 6 6.18
6 41 bfs rdlu 6 397 188 6 6.129
6 41 bfs rdul 6 311 147 6 5.639
6 41 bfs uldr 6 401 191 6 5.657
6 41 bfs ulrd 6 410 196 6 6.038
6 41 dfs drlu 20 265882 251130 20 454.635
6 41 dfs drul 20 274 255 20 8.055
6 41 dfs ludr 18 193 176 20 8.045
6 41 dfs lurd 18 65635 62605 20 126.822
6 41 dfs rdlu 20 266026 251282 20 458.966
6 41 dfs rdul 20 267 246 20 8.222
6 41 dfs uldr 20 247986 234808 20 440.509
6 41 dfs ulrd 20 388662 366636 20 693.286
6 42 astr hamm 6 24 10 6 6.442
6 42 astr manh 6 27 12 6 7.194
6 42 bfs drlu 6 409 188 6 5.804
6 42 bfs drul 6 495 227 6 6.386
6 42 bfs ludr 6 537 250 6 6.002
6 42 bfs lurd 6 546 255 6 6.121
6 42 bfs rdlu 6 418 193 6 6.075
6 42 bfs rdul 6 504 232 6 5.971
6 42 bfs uldr 6 624 289 6 6.09
6 42 bfs ulrd 6 633 294 6 6.363
6 42 dfs drlu 18 970 938 20 10.259
6 42 dfs drul 18 266336 251575 20 451.793
6 42 dfs ludr 20 248074 234919 20 438.653
6 42 dfs lurd 20 395473 372936 20 683.358
6 42 dfs rdlu 20 108568 103528 20 201.195
6 42 dfs rdul 18 575 551 20 9.348
6 42 dfs uldr 20 195603 185449 20 346.776
6 42 dfs ulrd 20 179580 170198 20 318.064
6 43 astr hamm 6 14 7 6 6.489
6 43 astr manh 6 14 7 6 6.726
6 43 bfs drlu 6 395 192 6 5.705
6 43 bfs drul 6 395 192 6 5.716
6 43 bfs ludr 6 373 181 6 6.035
6 43 bfs lurd 6 223 106 6 5.504
6 43 bfs rdlu 6 245 117 6 5.674
6 43 bfs rdul 6 245 117 6 6.051
6 43 bfs uldr 6 373 181 6 5.596
6 43 bfs ulrd 6 223 106 6 5.627
6 43 dfs drlu 20 43553 41705 20 87.282
6 43 dfs drul 20 48200 46192 20 114.034
6 43 dfs ludr 16 32580 31272 20 66.006
6 43 dfs lurd 20 440471 415515 20 731.075
6 43 dfs rdlu 18 505606 475855 20 861.071
6 43 dfs rdul 18 481148 452903 20 829.629
6 43 dfs uldr 20 62128 59558 20 119.632
6 43 dfs ulrd 20 351085 331690 20 586.852
6 44 astr hamm 6 16 7 6 6.41
6 44 astr manh 6 16 7 6 8.075
6 44 bfs drlu 6 449 210 6 6.026
6 44 bfs drul 6 379 177 6 5.765
6 44 bfs ludr 6 642 296 6 6.271
6 44 bfs lurd 6 663 306 6 6.353
6 44 bfs rdlu 6 470 220 6 5.896
6 44 bfs rdul 6 400 187 6 5.659
6 44 bfs uldr 6 573 263 6 6.103
6 44 bfs ulrd 6 594 273 6 6.064
6 44 dfs drlu 20 53604 51411 20 104.951
6 44 dfs drul 20 138067 131134 20 303.946
