depth id strategy heuristic/moves solution_length visited processed max_depth solution_time(ms)
7 4 bfs uldr 7 1442 672 7 8.128
7 4 bfs ulrd 7 1473 688 7 7.824
7 4 dfs drlu 19 497613 468440 20 907.487
7 4 dfs drul 19 788948 739432 20 1366.732
7 4 dfs ludr 17 360377 339503 20 621.258
7 4 dfs lurd 17 354843 334193 20 604.507
7 4 dfs rdlu 19 1234478 1155997 20 2046.77
7 4 dfs rdul 19 1090411 1021047 20 1805.074
7 4 dfs uldr 19 132414 125806 20 238.176
7 4 dfs ulrd 19 101 84 20 7.342
7 5 astr hamm 7 16 8 7 6.47
7 5 astr manh 7 16 8 7 6.514
7 5 bfs drlu 7 941 445 7 6.89
7 5 bfs drul 7 941 445 7 7.016
7 5 bfs ludr 7 827 388 7 6.641
7 5 bfs lurd 7 751 351 7 6.396
7 5 bfs rdlu 7 873 411 7 6.65
7 5 bfs rdul 7 873 411 7 6.682
7 5 bfs uldr 7 827 388 7 7.007
7 5 bfs ulrd 7 751 351 7 6.354
7 5 dfs drlu 19 239141 226087 20 421.122
7 5 dfs drul 19 141161 134220 20 260.503
7 5 dfs ludr 17 532034 500055 20 895.249
7 5 dfs lurd 17 868 849 20 9.234
7 5 dfs rdlu 19 827572 776440 20 1391.848
7 5 dfs rdul 19 733521 689081 20 1246.75
7 5 dfs uldr 17 532286 500335 20 879.751
7 5 dfs ulrd 17 868 849 20 9.095
7 6 astr hamm 7 16 8 7 6.869
7 6 astr manh 7 16 8 7 6.588
7 6 bfs drlu 7 750 356 7 6.342
7 6 bfs drul 7 750 356 7 6.47
7 6 bfs ludr 7 631 297 7 6.04
7 6 bfs lurd 7 940 439 7 6.835
7 6 bfs rdlu 7 1062 499 7 7.35
7 6 bfs rdul 7 1062 499 7 7.146
7 6 bfs uldr 7 631 297 7 13.274
7 6 bfs ulrd 7 940 439 7 6.832
7 6 dfs drlu 17 1448908 1352968 20 2435.455
7 6 dfs drul 17 1343310 1255742 20 2203.408
7 6 dfs ludr 17 1889 1851 20 11.51
7 6 dfs lurd 17 531708 499798 20 877.147
7 6 dfs rdlu 17 38290 36763 20 76.798
7 6 dfs rdul 17 8357 8147 20 23.23
7 6 dfs uldr 17 1889 1851 20 11.478
7 6 dfs ulrd 17 531456 499518 20 886.277
7 7 astr hamm 7 17 8 7 6.215
7 7 astr manh 7 17 8 7 6.552
7 7 bfs drlu 7 882 408 7 6.683
7 7 bfs drul 7 1025 477 7 7.106
7 7 bfs ludr 7 1196 555 7 7.153
7 7 bfs lurd 7 1197 555 7 7.806
7 7 bfs rdlu 7 882 408 7 7.631
7 7 bfs rdul 7 1025 477 7 6.972
7 7 bfs uldr 7 1340 625 7 7.773
7 7 bfs ulrd 7 1341 625 7 7.584
7 7 dfs drlu 19 497469 468312 20 834.803
7 7 dfs drul 17 569722 535974 20 949.449
7 7 dfs ludr 17 497767 468581 20 846.832
7 7 dfs lurd 17 493163 464231 20 893.921
7 7 dfs rdlu 19 211495 200621 20 373.235
7 7 dfs rdul 19 148397 141056 20 267.549
7 7 dfs uldr 19 132626 126002 20 239.36
7 7 dfs ulrd 19 222 204 20 8.046
7 8 astr hamm 7 22 12 7 6.37
7 8 astr manh 7 22 12 7 6.456
7 8 bfs drlu 7 675 322 7 6.392
7 8 bfs drul 7 730 347 7 6.467
7 8 bfs ludr 7 561 271 7 6.36
7 8 bfs lurd 7 561 271 7 7.18
7 8 bfs rdlu 7 675 322 7 6.452
7 8 bfs rdul 7 730 347 7 6.308
7 8 bfs uldr 7 616 296 7 6.345
7 8 bfs ulrd 7 616 296 7 6.224
7 8 dfs drlu 19 54777 52581 20 109.519
7 8 dfs drul 19 20667 19958 20 44.261
7 8 dfs ludr 19 789158 739598 20 1317.578
7 8 dfs lurd 19 497341 468219 20 834.333
7 8 dfs rdlu 19 44200 42428 20 94.51
7 8 dfs rdul 19 18451 17798 20 42.918
7 8 dfs uldr 19 789027 739497 20 1298.731
7 8 dfs ulrd 19 497188 468063 20 822.428
7 9 astr hamm 7 28 15 7 6.288
7 9 astr manh 7 30 15 7 6.647
7 9 bfs drlu 7 627 297 7 6.254
7 9 bfs drul 7 942 438 7 6.911
7 9 bfs ludr 7 760 363 7 6.669
7 9 bfs lurd 7 760 363 7 6.56
7 9 bfs rdlu 7 627 297 7 6.244
7 9 bfs rdul 7 942 438 7 6.781
7 9 bfs uldr 7 1062 498 7 7.072
7 9 bfs ulrd 7 1062 498 7 7.083
7 9 dfs drlu 17 225088 213625 20 386.803
7 9 dfs drul 19 453 436 20 9.062
7 9 dfs ludr 19 1226584 1145895 20 2032.219
7 9 dfs lurd 19 1226941 1146394 20 2006.996
7 9 dfs rdlu 17 181886 172745 20 341.981
7 9 dfs rdul 19 453 436 20 8.568
7 9 dfs uldr 19 377521 356157 20 634.46
7 9 dfs ulrd 19 359571 339436 20 622.446
7 10 astr hamm 7 17 8 7 6.319
7 10 astr manh 7 20 10 7 6.56
7 10 bfs drlu 7 1147 532 7 7.51
7 10 bfs drul 7 1196 554 7 8.092
7 10 bfs ludr 7 883 409 7 6.811
7 10 bfs lurd 7 1026 478 7 10.877
7 10 bfs rdlu 7 1291 602 7 7.894
7 10 bfs rdul 7 1340 624 7 7.761
7 10 bfs uldr 7 938 434 7 7.66
7 10 bfs ulrd 7 1081 503 7 7.113
7 10 dfs drlu 17 498184 468975 20 827.896
7 10 dfs drul 19 493181 464245 20 847.491
7 10 dfs ludr 19 497461 468306 20 844.518
7 10 dfs lurd 17 524897 493784 20 906.861
7 10 dfs rdlu 19 132725 126094 20 243.528
7 10 dfs rdul 19 230 210 20 8.072
7 10 dfs uldr 19 211487 200615 20 370.574
7 10 dfs ulrd 19 148389 141050 20 275.865
7 11 astr hamm 7 19 10 7 6.253
7 11 astr manh 7 23 12 7 6.493
7 11 bfs drlu 7 771 362 7 6.622
7 11 bfs drul 7 750 350 7 6.407
7 11 bfs ludr 7 942 446 7 6.686
7 11 bfs lurd 7 942 446 7 10.077
7 11 bfs rdlu 7 771 362 7 6.967
7 11 bfs rdul 7 750 350 7 6.835
7 11 bfs uldr 7 926 436 7 6.66
7 11 bfs ulrd 7 926 436 7 6.572
7 11 dfs drlu 17 532400 500390 20 869.572
7 11 dfs drul 17 883 862 20 9.49
7 11 dfs ludr 19 200796 190182 20 360.808
7 11 dfs lurd 19 130081 123642 20 242.909
7 11 dfs rdlu 17 532652 500670 20 923.368
7 11 dfs rdul 17 883 862 20 13.016
7 11 dfs uldr 17 827667 776528 20 1371.602
7 11 dfs ulrd 17 733452 689025 20 1283.135
7 12 astr hamm 7 17 9 7 6.219
7 12 astr manh 7 22 11 7 7.035
7 12 bfs drlu 7 575 271 7 5.96
7 12 bfs drul 7 939 438 7 6.813
7 12 bfs ludr 7 751 357 7 6.367
7 12 bfs lurd 7 751 357 7 6.896
7 12 bfs rdlu 7 575 271 7 6.313
7 12 bfs rdul 7 939 438 7 7.067
7 12 bfs uldr 7 1115 524 7 7.391
7 12 bfs ulrd 7 1115 524 7 7.14
7 12 dfs drlu 17 2354 2303 20 12.599
7 12 dfs drul 17 531723 499811 20 903.742
7 12 dfs ludr 19 518096 487447 20 866.746
7 12 dfs lurd 19 441949 416523 20 735.337
7 12 dfs rdlu 17 2354 2303 20 12.292
7 12 dfs rdul 17 531471 499531 20 958.393
7 12 dfs uldr 19 197373 186928 20 351.426
7 12 dfs ulrd 19 122949 116984 20 235.652
7 13 astr hamm 7 15 8 7 6.461
7 13 astr manh 7 15 8 7 6.534
7 13 bfs drlu 7 572 271 7 5.993
7 13 bfs drul 7 572 271 7 6.11
7 13 bfs ludr 7 1054 492 7 6.868
7 13 bfs lurd 7 1116 524 7 7.033
7 13 bfs rdlu 7 638 305 7 7.302
7 13 bfs rdul 7 638 305 7 6.407
7 13 bfs uldr 7 1054 492 7 7.827
7 13 bfs ulrd 7 1116 524 7 7.995
7 13 dfs drlu 19 1641477 1530645 20 2786.598
7 13 dfs drul 19 1635162 1524939 20 2836.615
7 13 dfs ludr 19 216 201 20 7.79
7 13 dfs lurd 15 55521 53089 20 107.549
7 13 dfs rdlu 17 67060 64031 20 126.393
7 13 dfs rdul 17 29181 28057 20 60.091
7 13 dfs uldr 19 216 201 20 8.218
7 13 dfs ulrd 15 16046 15483 20 37.426
7 14 astr hamm 7 17 8 7 6.515
7 14 astr manh 7 17 8 7 6.731
7 14 bfs drlu 7 705 335 7 6.224
7 14 bfs drul 7 705 335 7 6.308
7 14 bfs ludr 7 797 371 7 9.875
7 14 bfs lurd 7 987 461 7 6.98
7 14 bfs rdlu 7 902 428 7 6.898
7 14 bfs rdul 7 902 428 7 6.899
7 14 bfs uldr 7 797 371 7 6.538
7 14 bfs ulrd 7 987 461 7 6.932
7 14 dfs drlu 19 577331 542427 20 958.716
7 14 dfs drul 19 474153 446650 20 830.14
7 14 dfs ludr 15 3715 3616 20 15.964
7 14 dfs lurd 17 300796 284536 20 506.6
7 14 dfs rdlu 19 16285 15781 20 37.007
7 14 dfs rdul 19 10464 10165 20 27.171
7 14 dfs uldr 15 3715 3616 20 15.848
7 14 dfs ulrd 17 300662 284405 20 515.322
7 15 astr hamm 7 25 12 7 6.61
7 15 astr manh 7 37 17 7 6.61
7 15 bfs drlu 7 910 423 7 6.843
7 15 bfs drul 7 837 387 7 6.552
7 15 bfs ludr 7 1387 645 7 7.625
7 15 bfs lurd 7 1387 647 7 7.923
7 15 bfs rdlu 7 911 425 7 7.135
7 15 bfs rdul 7 838 389 7 6.59
7 15 bfs uldr 7 1312 608 7 7.544
7 15 bfs ulrd 7 1312 610 7 7.367
7 15 dfs drlu 19 164957 156587 20 301.721
7 15 dfs drul 19 110263 104962 20 208.077
7 15 dfs ludr 17 861 834 20 9.238
7 15 dfs lurd 19 73894 70638 20 139.525
7 15 dfs rdlu 17 68342 65455 20 126.426
7 15 dfs rdul 17 44087 42359 20 86.56
7 15 dfs uldr 19 409290 385774 20 713.991
7 15 dfs ulrd 19 376350 354683 20 627.692
7 16 astr hamm 7 18 8 7 6.439
7 16 astr manh 7 20 9 7 6.586
7 16 bfs drlu 7 767 354 7 6.351
7 16 bfs drul 7 980 456 7 6.869
7 16 bfs ludr 7 1242 575 7 8.408
7 16 bfs lurd 7 1244 577 7 7.791
7 16 bfs rdlu 7 768 356 7 7.995
7 16 bfs rdul 7 981 458 7 7.35
7 16 bfs uldr 7 1454 677 7 7.781
7 16 bfs ulrd 7 1456 679 7 7.865
7 16 dfs drlu 19 497590 468418 20 926.297
7 16 dfs drul 19 788925 739410 20 1346.681
7 16 dfs ludr 15 360998 340088 20 619.223
7 16 dfs lurd 15 392780 370133 20 663.84
7 16 dfs rdlu 19 231434 219168 20 402.469
7 16 dfs rdul 19 159114 151117 20 291.216
7 16 dfs uldr 19 132394 125786 20 250.51
7 16 dfs ulrd 19 138 121 20 7.338
7 17 astr hamm 7 28 14 7 6.585
7 17 astr manh 7 24 12 7 6.459
7 17 bfs drlu 7 1153 536 7 7.297
7 17 bfs drul 7 1152 536 7 7.425
7 17 bfs ludr 7 802 372 7 6.419
7 17 bfs lurd 7 1073 498 7 7.133
7 17 bfs rdlu 7 1421 661 7 8.283
7 17 bfs rdul 7 1420 661 7 7.902
7 17 bfs uldr 7 802 372 7 6.459
7 17 bfs ulrd 7 1073 498 7 7.004
7 17 dfs drlu 19 135442 128749 20 247.265
7 17 dfs drul 19 177746 168719 20 316.692
7 17 dfs ludr 19 175954 166911 20 317.29
7 17 dfs lurd 19 188686 179149 20 331.7
7 17 dfs rdlu 19 45306 43466 20 87.471
7 17 dfs rdul 15 17877 17237 20 39.672
7 17 dfs uldr 19 789029 739497 20 1361.22
7 17 dfs ulrd 19 497190 468063 20 835.462
7 18 astr hamm 7 27 13 7 6.455
7 18 astr manh 7 32 15 7 6.419
7 18 bfs drlu 7 582 276 7 6.161
7 18 bfs drul 7 1028 479 7 6.882
7 18 bfs ludr 7 651 311 7 6.307
7 18 bfs lurd 7 664 318 7 6.58
7 18 bfs rdlu 7 595 283 7 6.277
7 18 bfs rdul 7 1041 486 7 7.476
7 18 bfs uldr 7 1096 513 7 7.099
7 18 bfs ulrd 7 1109 520 7 7.959
7 18 dfs drlu 17 231025 219172 20 406.581
7 18 dfs drul 19 272 254 20 8.272
7 18 dfs ludr 19 1236262 1154856 20 2051.716
7 18 dfs lurd 19 1236359 1155118 20 2071.931
7 18 dfs rdlu 17 186316 176874 20 328.632
7 18 dfs rdul 19 249 230 20 8.049
7 18 dfs uldr 17 197476 187019 20 351.007
7 18 dfs ulrd 17 122983 117018 20 230.718
7 19 astr hamm 7 16 8 7 6.189
7 19 astr manh 7 16 8 7 6.478
7 19 bfs drlu 7 612 290 7 6.166
7 19 bfs drul 7 612 290 7 6.135
7 19 bfs ludr 7 1086 509 7 7.323
7 19 bfs lurd 7 1081 507 7 6.901
7 19 bfs rdlu 7 606 288 7 6.317
7 19 bfs rdul 7 606 288 7 6.438
7 19 bfs uldr 7 1086 509 7 7.139
7 19 bfs ulrd 7 1081 507 7 7.028
7 19 dfs drlu 19 1641420 1530596 20 2806.36
7 19 dfs drul 19 1635105 1524891 20 2776.694
7 19 dfs ludr 19 154 140 20 6.989
7 19 dfs lurd 15 219628 208478 20 385.964
7 19 dfs rdlu 17 28178 27077 20 58.201
7 19 dfs rdul 17 29401 28264 20 61.168
7 19 dfs uldr 19 154 140 20 7.096
7 19 dfs ulrd 15 175133 166361 20 318.743
7 20 astr hamm 7 16 8 7 6.555
7 20 astr manh 7 26 13 7 6.666
7 20 bfs drlu 7 470 226 7 5.89
7 20 bfs drul 7 470 226 7 5.792
7 20 bfs ludr 7 786 373 7 6.445
7 20 bfs lurd 7 824 393 7 6.484
7 20 bfs rdlu 7 508 246 7 6.396
7 20 bfs rdul 7 508 246 7 6.204
7 20 bfs uldr 7 786 373 7 6.657
7 20 bfs ulrd 7 824 393 7 6.666
7 20 dfs drlu 17 167091 158690 20 298.616
7 20 dfs drul 17 24477 23630 20 55.308
7 20 dfs ludr 17 132674 126037 20 241.564
7 20 dfs lurd 17 272 257 20 8.034
7 20 dfs rdlu 17 165840 157493 20 297.42
7 20 dfs rdul 17 23067 22259 20 49.44
7 20 dfs uldr 17 132761 126132 20 245.374
7 20 dfs ulrd 17 272 257 20 7.971
7 21 astr hamm 7 26 12 7 6.598
7 21 astr manh 7 40 18 7 6.687
7 21 bfs drlu 7 763 351 7 6.453
7 21 bfs drul 7 1021 470 7 7.002
7 21 bfs ludr 7 1167 544 7 7.175
7 21 bfs lurd 7 1204 564 7 7.557
7 21 bfs rdlu 7 801 371 7 7.109
7 21 bfs rdul 7 1059 490 7 6.909
7 21 bfs uldr 7 1422 662 7 7.697
7 21 bfs ulrd 7 1459 682 7 7.847
7 21 dfs drlu 19 182352 172885 20 340.009
7 21 dfs drul 19 85818 81928 20 176.708
7 21 dfs ludr 19 506334 477864 20 841.148
7 21 dfs lurd 19 372153 351826 20 631.593
7 21 dfs rdlu 17 71455 68342 20 134.18
7 21 dfs rdul 17 36742 35380 20 74.271
7 21 dfs uldr 17 132763 126132 20 248.342
7 21 dfs ulrd 17 274 257 20 8.22
7 22 astr hamm 7 16 8 7 6.743
7 22 astr manh 7 16 8 7 6.7
7 22 bfs drlu 7 568 268 7 6.005
7 22 bfs drul 7 568 268 7 6.248
7 22 bfs ludr 7 1043 487 7 7.336
7 22 bfs lurd 7 1124 529 7 6.987
7 22 bfs rdlu 7 650 310 7 6.523
7 22 bfs rdul 7 650 310 7 7.079
7 22 bfs uldr 7 1043 487 7 7.046
7 22 bfs ulrd 7 1124 529 7 7.3
7 22 dfs drlu 19 840311 788467 20 1431.244
7 22 dfs drul 19 911815 854879 20 1536.219
7 22 dfs ludr 17 174918 166156 20 313.839
7 22 dfs lurd 19 83 67 20 6.921
7 22 dfs rdlu 17 666835 626445 20 1102.606
7 22 dfs rdul 17 614786 577470 20 1030.029
7 22 dfs uldr 17 219416 208281 20 389.513
7 22 dfs ulrd 19 83 67 20 6.877
7 23 astr hamm 7 18 8 7 6.593
7 23 astr manh 7 20 9 7 6.892
7 23 bfs drlu 7 1025 472 7 7.018
7 23 bfs drul 7 763 351 7 6.296
7 23 bfs ludr 7 1421 662 7 7.687
7 23 bfs lurd 7 1456 680 7 7.782
7 23 bfs rdlu 7 1059 490 7 7.641
7 23 bfs rdul 7 801 371 7 6.481
7 23 bfs uldr 7 1166 544 7 7.226
7 23 bfs ulrd 7 1205 564 7 7.524
7 23 dfs drlu 19 497249 468117 20 829.962
7 23 dfs drul 19 789065 739527 20 1354.298
7 23 dfs ludr 17 600 581 20 9.919
7 23 dfs lurd 19 85852 81965 20 172.586
7 23 dfs rdlu 19 194236 184386 20 336.087
7 23 dfs rdul 19 179768 170455 20 321.023
7 23 dfs uldr 19 319554 301853 20 544.646
7 23 dfs ulrd 19 471054 444659 20 854.105
7 24 astr hamm 7 16 8 7 6.428
7 24 astr manh 7 18 9 7 6.501
7 24 bfs drlu 7 470 226 7 5.731
7 24 bfs drul 7 470 226 7 5.945
7 24 bfs ludr 7 786 373 7 6.561
7 24 bfs lurd 7 821 392 7 6.458
7 24 bfs rdlu 7 508 246 7 5.977
7 24 bfs rdul 7 508 246 7 5.84
7 24 bfs uldr 7 786 373 7 6.907
7 24 bfs ulrd 7 821 392 7 6.613
7 24 dfs drlu 17 1628955 1517649 20 2718.076
7 24 dfs drul 19 1709607 1593060 20 2996.275
7 24 dfs ludr 17 598 581 20 9.393
7 24 dfs lurd 19 85850 81965 20 164.618
7 24 dfs rdlu 17 1629681 1518370 20 2724.022
7 24 dfs rdul 19 1595976 1487868 20 2703.1
7 24 dfs uldr 17 598 581 20 8.556
7 24 dfs ulrd 19 80191 76558 20 159.411
7 25 astr hamm 7 18 8 7 6.334
7 25 astr manh 7 18 8 7 6.556
7 25 bfs drlu 7 993 465 7 7.159
7 25 bfs drul 7 993 465 7 6.982
7 25 bfs ludr 7 943 439 7 7.056
7 25 bfs lurd 7 696 330 7 6.401
7 25 bfs rdlu 7 759 362 7 6.618
7 25 bfs rdul 7 759 362 7 6.5
7 25 bfs uldr 7 943 439 7 6.769
7 25 bfs ulrd 7 696 330 7 6.408
7 25 dfs drlu 17 413457 389520 20 690.504
7 25 dfs drul 17 417076 393234 20 697.167
7 25 dfs ludr 19 445 430 20 8.325
7 25 dfs lurd 19 348847 329464 20 677.888
7 25 dfs rdlu 17 66195 63210 20 124.774
7 25 dfs rdul 17 28385 27302 20 58.657
7 25 dfs uldr 19 445 430 20 8.493
7 25 dfs ulrd 19 325887 307851 20 550.447
7 26 astr hamm 7 17 8 7 6.35
7 26 astr manh 7 17 8 7 8.629
7 26 bfs drlu 7 547 263 7 5.965
7 26 bfs drul 7 547 263 7 6.167
7 26 bfs ludr 7 731 348 7 6.392
7 26 bfs lurd 7 744 355 7 6.316
7 26 bfs rdlu 7 560 270 7 6.09
7 26 bfs rdul 7 560 270 7 6.068
7 26 bfs uldr 7 731 348 7 6.426
7 26 bfs ulrd 7 744 355 7 6.404
7 26 dfs drlu 19 1386710 1294589 20 2396.163
7 26 dfs drul 19 1458168 1360719 20 2500.947
7 26 dfs ludr 19 360296 339427 20 632.576
7 26 dfs lurd 19 392605 369968 20 670.209
7 26 dfs rdlu 19 1392992 1300631 20 2364.226
7 26 dfs rdul 19 1467246 1369343 20 2456.757
7 26 dfs uldr 19 370627 349294 20 645.372
7 26 dfs ulrd 19 402693 379531 20 687.657
7 27 astr hamm 7 37 15 7 6.587
7 27 astr manh 7 36 16 7 6.602
7 27 bfs drlu 7 1300 605 7 7.587
7 27 bfs drul 7 1333 620 7 7.772
7 27 bfs ludr 7 1026 478 7 6.915
7 27 bfs lurd 7 896 416 7 6.798
7 27 bfs rdlu 7 1162 539 7 7.597
7 27 bfs rdul 7 1195 554 7 7.85
7 27 bfs uldr 7 1060 493 7 7.011
7 27 bfs ulrd 7 930 431 7 6.633
7 27 dfs drlu 19 316 294 20 8.15
7 27 dfs drul 19 132657 126026 20 244.683
7 27 dfs ludr 19 92241 88164 20 179.71
7 27 dfs lurd 17 211348 200482 20 369.202
7 27 dfs rdlu 19 212561 201615 20 379.546
7 27 dfs rdul 19 148832 141460 20 271.812
7 27 dfs uldr 19 788826 739324 20 1401.429
7 27 dfs ulrd 19 497398 468248 20 827.09
7 28 astr hamm 7 22 10 7 6.362
7 28 astr manh 7 26 12 7 6.702
7 28 bfs drlu 7 895 417 7 6.639
7 28 bfs drul 7 617 289 7 6.042
7 28 bfs ludr 7 1063 500 7 6.941
7 28 bfs lurd 7 1073 506 7 8.156
7 28 bfs rdlu 7 905 423 7 6.98
7 28 bfs rdul 7 630 296 7 6.312
7 28 bfs uldr 7 785 372 7 6.673
7 28 bfs ulrd 7 798 379 7 6.894
7 28 dfs drlu 17 531683 499730 20 919.517
7 28 dfs drul 17 1984 1939 20 11.403
7 28 dfs ludr 17 123261 117274 20 235.687
7 28 dfs lurd 19 122070 116089 20 229.623
7 28 dfs rdlu 17 531843 499923 20 877.426
7 28 dfs rdul 17 1907 1864 20 11.972
7 28 dfs uldr 19 1703022 1587045 20 2930.208
7 28 dfs ulrd 19 1701133 1585204 20 2941.526
7 29 astr hamm 7 20 9 7 6.415
7 29 astr manh 7 24 11 7 6.535
7 29 bfs drlu 7 706 329 7 6.326
7 29 bfs drul 7 813 380 7 6.832
7 29 bfs ludr 7 874 412 7 6.639
7 29 bfs lurd 7 884 418 7 6.816
7 29 bfs rdlu 7 716 335 7 6.568
7 29 bfs rdul 7 826 387 7 6.618
7 29 bfs uldr 7 976 461 7 6.856
7 29 bfs ulrd 7 989 468 7 6.795
7 29 dfs drlu 17 1258 1229 20 10.061
7 29 dfs drul 17 532366 500403 20 898.287
7 29 dfs ludr 19 733513 689075 20 1268.669
7 29 dfs lurd 19 827543 776414 20 1371.943
7 29 dfs rdlu 17 1158 1131 20 9.983
7 29 dfs rdul 17 532052 500068 20 894.001
7 29 dfs uldr 19 268246 253351 20 455.22
7 29 dfs ulrd 19 267983 253141 20 462.739
7 30 astr hamm 7 17 8 7 6.472
7 30 astr manh 7 19 9 7 6.368
7 30 bfs drlu 7 691 328 7 6.315
7 30 bfs drul 7 717 340 7 6.311
7 30 bfs ludr 7 561 271 7 6.393
7 30 bfs lurd 7 574 278 7 7.182
7 30 bfs rdlu 7 704 335 7 6.722
7 30 bfs rdul 7 730 347 7 6.506
7 30 bfs uldr 7 595 286 7 6.142
7 30 bfs ulrd 7 608 293 7 6.254
7 30 dfs drlu 17 497421 468271 20 841.079
7 30 dfs drul 19 524863 493753 20 869.855
7 30 dfs ludr 19 775284 726991 20 1422.853
7 30 dfs lurd 19 497090 467919 20 830.779
7 30 dfs rdlu 17 497491 468352 20 834.164
7 30 dfs rdul 19 530814 499338 20 877.681
7 30 dfs uldr 19 775166 726917 20 1284.099
7 30 dfs ulrd 19 496815 467624 20 853.46
7 31 astr hamm 7 19 9 7 6.325
7 31 astr manh 7 23 11 7 6.669
7 31 bfs drlu 7 895 416 7 6.974
7 31 bfs drul 7 669 315 7 6.296
7 31 bfs ludr 7 1007 473 7 7.46
7 31 bfs lurd 7 1020 480 7 7.161
7 31 bfs rdlu 7 908 423 7 6.821
7 31 bfs rdul 7 682 322 7 6.344
7 31 bfs uldr 7 792 377 7 6.568
7 31 bfs ulrd 7 805 384 7 6.486
7 31 dfs drlu 19 537 517 20 8.954
7 31 dfs drul 19 531316 499433 20 954.798
7 31 dfs ludr 17 350240 330678 20 662.519
7 31 dfs lurd 17 354172 334344 20 614.515
7 31 dfs rdlu 19 514 494 20 8.924
7 31 dfs rdul 19 531043 499133 20 955.464
7 31 dfs uldr 19 326259 308175 20 547.814
7 31 dfs ulrd 19 333997 315407 20 565.175
7 32 astr hamm 7 19 8 7 6.19
7 32 astr manh 7 19 8 7 6.867
7 32 bfs drlu 7 1084 511 7 7.399
7 32 bfs drul 7 1084 511 7 7.261
7 32 bfs ludr 7 884 412 7 6.575
7 32 bfs lurd 7 606 284 7 6.212
7 32 bfs rdlu 7 809 384 7 6.77
7 32 bfs rdul 7 809 384 7 6.687
7 32 bfs uldr 7 884 412 7 6.751
7 32 bfs ulrd 7 606 284 7 6.088
7 32 dfs drlu 19 88959 84653 20 169.252
7 32 dfs drul 19 96907 92233 20 182.782
7 32 dfs ludr 19 428790 404032 20 757.043
7 32 dfs lurd 17 2086 2040 20 11.811
7 32 dfs rdlu 19 1703000 1587025 20 2883.212
7 32 dfs rdul 19 1701121 1585192 20 2947.368
7 32 dfs uldr 19 433207 408142 20 717.446
7 32 dfs ulrd 17 2086 2040 20 12.115
7 33 astr hamm 7 19 8 7 6.343
7 33 astr manh 7 19 8 7 6.806
7 33 bfs drlu 7 895 423 7 6.705
7 33 bfs drul 7 895 423 7 6.976
7 33 bfs ludr 7 695 324 7 6.46
7 33 bfs lurd 7 802 375 7 6.663
7 33 bfs rdlu 7 1000 473 7 7.256
7 33 bfs rdul 7 1000 473 7 7.358
7 33 bfs uldr 7 695 324 7 6.368
7 33 bfs ulrd 7 802 375 7 6.447
7 33 dfs drlu 19 193987 183814 20 346.251
7 33 dfs drul 19 123211 117169 20 228.324
7 33 dfs ludr 17 1366 1337 20 10.282
7 33 dfs lurd 17 532468 500501 20 890.021
7 33 dfs rdlu 19 303664 286967 20 518.402
7 33 dfs rdul 19 298904 282554 20 515.017
7 33 dfs uldr 17 1366 1337 20 10.282
7 33 dfs ulrd 17 532216 500221 20 949.275
7 34 astr hamm 7 31 13 7 6.422
7 34 astr manh 7 31 14 7 6.434
7 34 bfs drlu 7 1050 490 7 7.022
7 34 bfs drul 7 907 421 7 6.674
7 34 bfs ludr 7 1289 600 7 8.262
7 34 bfs lurd 7 1322 615 7 7.442
7 34 bfs rdlu 7 1084 505 7 7.307
7 34 bfs rdul 7 941 436 7 7.442
7 34 bfs uldr 7 1145 530 7 7.119
7 34 bfs ulrd 7 1178 545 7 7.225
7 34 dfs drlu 19 92224 88144 20 183.152
7 34 dfs drul 17 211264 200398 20 377.748
7 34 dfs ludr 19 333 314 20 8.062
7 34 dfs lurd 19 132674 126046 20 240.106
7 34 dfs rdlu 19 102822 98019 20 195.385
7 34 dfs rdul 19 227778 215694 20 397.406
7 34 dfs uldr 19 493262 464321 20 820.976
7 34 dfs ulrd 17 497950 468752 20 846.228
7 35 astr hamm 7 18 8 7 6.297
7 35 astr manh 7 18 8 7 7.86
7 35 bfs drlu 7 1031 485 7 7.145
7 35 bfs drul 7 1031 485 7 7.205
7 35 bfs ludr 7 884 411 7 6.614
7 35 bfs lurd 7 658 310 7 6.244
7 35 bfs rdlu 7 816 389 7 6.895
7 35 bfs rdul 7 816 389 7 6.614
7 35 bfs uldr 7 884 411 7 6.682
7 35 bfs ulrd 7 658 310 7 6.15
7 35 dfs drlu 17 193799 183635 20 395.216
7 35 dfs drul 17 123027 116994 20 227.066
7 35 dfs ludr 19 554 537 20 8.686
7 35 dfs lurd 19 531330 499449 20 871.77
7 35 dfs rdlu 17 326179 308098 20 544.818
7 35 dfs rdul 17 333940 315353 20 559.872
7 35 dfs uldr 19 554 537 20 9.001
7 35 dfs ulrd 19 531078 499169 20 916.721
7 36 astr hamm 7 17 8 7 6.488
7 36 astr manh 7 17 8 7 6.721
7 36 bfs drlu 7 585 283 7 5.917
7 36 bfs drul 7 585 283 7 6.137
7 36 bfs ludr 7 680 323 7 6.43
7 36 bfs lurd 7 706 335 7 6.202
7 36 bfs rdlu 7 619 298 7 6.233
7 36 bfs rdul 7 619 298 7 6.345
7 36 bfs uldr 7 680 323 7 6.522
7 36 bfs ulrd 7 706 335 7 6.335
7 36 dfs drlu 19 357617 336851 20 640.525
7 36 dfs drul 19 396501 373635 20 667.969
7 36 dfs ludr 17 497491 468335 20 887.333
